id	name	description	intensity	estimated_duration_minutes	estimated_calories	goals	warm_up_notes	cool_down_notes	is_active	created_at	updated_at	routine_date	status	started_at	completed_at	actual_duration_minutes	completion_notes
64a7b32b-96e5-4413-8ec0-a1cfb15bd17e	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Entrena para ganar fuerza y tonificar tus piernas de manera efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en las piernas.	Realiza estiramientos estáticos de cuádriceps, glúteos e isquiotibiales durante 5-10 minutos.	t	2025-09-19 06:03:13.255592+00	2025-09-19 06:03:13.255592+00	2025-09-20	planned				
54809c82-e841-4ceb-b5d6-a893d971b728	Rutina de Pecho, Tríceps, Deltoides - Monday	Fortalece tu torso y mejora tu rendimiento con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y estiramientos dinámicos enfocados en el torso.	Estira los músculos trabajados con estiramientos estáticos, manteniendo cada posición 15-30 segundos.	t	2025-09-21 06:03:05.481902+00	2025-09-21 06:03:05.481902+00	2025-09-22	planned				
212d37ac-5453-40a8-a9a8-482fcd0decfa	Rutina de Dorsales y Bíceps - Tuesday	Potencia tu fuerza y define tus músculos con esta rutina efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de remo ligero y estiramientos de brazos y espalda.	Estira los dorsales y bíceps, manteniendo cada estiramiento 20-30 segundos.	t	2025-09-22 06:03:20.890678+00	2025-09-22 06:03:20.890678+00	2025-09-23	planned				
298494f1-57d8-4b63-865d-1a1af3b61889	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Fortalece tus piernas y glúteos con esta potente rutina de fuerza.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio suave y estiramientos dinámicos para activar cuádriceps, glúteos e isquiotibiales.	Estiramientos estáticos de cuádriceps, glúteos e isquiotibiales durante 5-10 minutos.	t	2025-09-23 06:03:17.886907+00	2025-09-23 06:03:17.886907+00	2025-09-24	planned				
98fab5d7-4da5-4f7c-96e4-6b16dd0d2e16	Rutina de Pecho, Deltoides, Tríceps - Thursday	Desata tu fuerza y construye músculos en esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos enfocados en pecho, deltoides y tríceps.	Dedica 5-10 minutos a estiramientos estáticos de pecho, deltoides y tríceps para favorecer la recuperación.	t	2025-09-24 06:04:11.122067+00	2025-09-24 06:04:11.122067+00	2025-09-25	planned				
6591fd8f-796f-41e1-ada6-f98bd0e74556	Rutina de Dorsales y Bíceps - Friday	Fortalece tu espalda y bíceps, ¡consigue un físico impresionante!	moderate	60	450	{strength,muscle_building}	5-10 minutos de saltos suaves y estiramientos dinámicos de brazos y espalda.	Estiramientos estáticos de bíceps y dorsales, manteniendo cada estiramiento 20-30 segundos.	t	2025-09-25 06:04:00.312606+00	2025-09-25 06:04:00.312606+00	2025-09-26	planned				
3be4fb2f-8735-4312-88a2-f8461e4fa434	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Potencia tu fuerza y tonifica con esta rutina enfocada en piernas y glúteos.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para cuádriceps, glúteos e isquiotibiales.	Dedica 5-10 minutos a estiramientos estáticos, enfocados en cuádriceps, glúteos e isquiotibiales.	t	2025-09-26 06:03:11.352664+00	2025-09-26 06:03:11.352664+00	2025-09-27	planned				
42bac032-a24f-4472-b464-1ac115dd1e2c	Rutina de Pecho, Tríceps, Deltoides - Monday	¡Fortalece tu parte superior con esta rutina intensa y efectiva!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y movilidad articular enfocada en hombros y brazos.	Estiramientos para pecho, tríceps y deltoides, manteniendo cada estiramiento 20-30 segundos.	t	2025-09-28 06:02:53.394259+00	2025-09-28 06:02:53.394259+00	2025-09-29	planned				
71468a89-f2b2-424c-b381-9ad4b103545a	Rutina de Dorsales y Bíceps - Tuesday	Fortalece tu espalda y bíceps con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos enfocados en brazos y espalda.	Dedica 5-10 minutos a estiramientos estáticos de dorsales y bíceps.	t	2025-09-29 06:03:22.262033+00	2025-09-29 06:03:22.262033+00	2025-09-30	planned				
68fcd255-3c67-41c4-9b56-e018455b2a13	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Entrena fuerza con esta rutina enfocada en tus piernas y glúteos.	moderate	60	450	{strength,muscle_building}	5-10 minutos de movilidad articular y ejercicios ligeros como sentadillas y lunges.	Estiramientos de cuádriceps, isquiotibiales y glúteos durante 5-10 minutos.	t	2025-09-30 06:03:23.287809+00	2025-09-30 06:03:23.287809+00	2025-10-01	planned				
b710b789-4a58-4c2d-bc69-b2422d394bed	Rutina de Pecho, Deltoides, Tríceps - Thursday	Entrena con fuerza y potencia, logrando un pecho definido y unos tríceps fuertes.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en el pecho y tríceps.	Finaliza con 5-10 minutos de estiramientos estáticos para pecho, deltoides y tríceps.	t	2025-10-01 06:03:19.977375+00	2025-10-01 06:03:19.977375+00	2025-10-02	planned				
b3daa074-38e4-4778-a71a-fae915e7f493	Rutina de Dorsales y Bíceps - Friday	Entrena tus dorsales y bíceps para un crecimiento y fuerza óptimos.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para la parte superior del cuerpo.	Dedica 5-10 minutos a estiramientos estáticos, enfocándote en dorsales y bíceps.	t	2025-10-02 06:03:11.318071+00	2025-10-02 06:03:11.318071+00	2025-10-03	planned				
5e01fc1e-61df-4e9b-80cc-d7e6da577076	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	¡Maximiza tu fuerza y tonifica tus músculos en esta intensa rutina!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para cuádriceps, glúteos e isquiotibiales.	Dedica 5-10 minutos a estiramientos estáticos, enfocándote en los músculos trabajados.	t	2025-10-03 06:03:07.261284+00	2025-10-03 06:03:07.261284+00	2025-10-04	planned				
10da59ca-752f-45ca-9973-4543626fe456	Rutina de Pecho, Tríceps, Deltoides - Monday	Desata tu fuerza con esta rutina enfocada en pecho, tríceps y deltoides.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y rotaciones de brazos para activar los músculos.	Estira el pecho, tríceps y deltoides durante 5-10 minutos para mejorar la recuperación.	t	2025-10-05 06:02:49.226193+00	2025-10-05 06:02:49.226193+00	2025-10-06	planned				
53a937c8-02f4-477a-adcb-dc97b6ea1a3c	Rutina de Dorsales y Bíceps - Tuesday	Desarrolla fuerza y masa muscular en la parte superior con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de movilidad articular y ejercicios de activación para dorsales y bíceps.	Estiramientos de brazos y espalda, manteniendo cada estiramiento 20-30 segundos.	t	2025-10-06 06:04:03.302714+00	2025-10-06 06:04:03.302714+00	2025-10-07	planned				
083e5434-c8cc-4ab3-9fe7-5c40855233d3	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Fortalece tus piernas con esta rutina equilibrada y efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos de piernas.	Dedica 5-10 minutos a estiramientos estáticos para cuádriceps, glúteos e isquiotibiales.	t	2025-10-07 06:03:22.093664+00	2025-10-07 06:03:22.093664+00	2025-10-08	planned				
08a101c3-f636-45a2-9506-f34bd50a5b13	Rutina de Pecho, Deltoides, Tríceps - Thursday	Potencia tu fuerza y tonifica con esta intensa rutina de pecho, deltoides y tríceps.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero, seguido de estiramientos dinámicos enfocados en pecho, hombros y tríceps.	Termina con 5-10 minutos de estiramientos estáticos para pecho, deltoides y tríceps, manteniendo cada estiramiento 20-30 segundos.	t	2025-10-08 06:03:27.600178+00	2025-10-08 06:03:27.600178+00	2025-10-09	planned				
a47dedff-b78b-45b8-bb80-76343f580048	Rutina de Dorsales y Bíceps - Friday	Fortalece tu espalda y bíceps mientras construyes músculo.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para dorsales y bíceps.	Finaliza con estiramientos estáticos para dorsales y bíceps durante 5-10 minutos.	t	2025-10-09 06:03:07.561107+00	2025-10-09 06:03:07.561107+00	2025-10-10	planned				
7d6628aa-4665-4e0c-b0d9-c535c6d492a7	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Fortalece tus piernas y glúteos con esta rutina balanceada y efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio suave y estiramientos dinámicos para preparar los músculos.	Estira los cuádriceps, glúteos e isquiotibiales durante 5-10 minutos para facilitar la recuperación.	t	2025-10-10 06:04:14.804175+00	2025-10-10 06:04:14.804175+00	2025-10-11	planned				
35792800-820a-4807-8880-e8fe0090a081	Rutina de Pecho, Tríceps, Deltoides - Monday	Potencia tu fuerza y define tus músculos con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de estiramientos dinámicos, como rotaciones de brazos y flexiones de pecho.	Estira los músculos trabajados, incluyendo pectorales, tríceps y deltoides, sosteniendo cada estiramiento 15-30 segundos.	t	2025-10-12 06:03:00.69303+00	2025-10-12 06:03:00.69303+00	2025-10-13	planned				
53a97c5e-c460-463a-a43e-822d79f81ea5	Rutina de Dorsales y Bíceps - Tuesday	Desarrolla fuerza y masa muscular en tus dorsales y bíceps.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y estiramientos dinámicos para preparar dorsales y bíceps.	Estira suavemente dorsales y bíceps durante 5-10 minutos, enfocándote en la respiración.	t	2025-10-13 06:03:17.249928+00	2025-10-13 06:03:17.249928+00	2025-10-14	planned				
9bd16869-3715-4fc7-8813-ae549b50183f	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Potencia tu fuerza y define tus piernas con esta rutina equilibrada.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de caminata ligera o bicicleta, seguido de estiramientos dinámicos de piernas.	Finaliza con estiramientos estáticos de cuádriceps, glúteos e isquiotibiales durante 5-10 minutos.	t	2025-10-14 06:03:07.397779+00	2025-10-14 06:03:07.397779+00	2025-10-15	planned				
b729fa5d-c014-4123-8c08-a8f9a5a4d6a9	Rutina de Pecho, Deltoides, Tríceps - Thursday	Potencia tu fuerza y define tus músculos con esta rutina enfocada.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos de brazos y pecho.	Estira los músculos trabajados, incluyendo pecho, deltoides y tríceps, manteniendo cada estiramiento por 20-30 segundos.	t	2025-10-15 06:03:30.962244+00	2025-10-15 06:03:30.962244+00	2025-10-16	planned				
42c84d77-1f7a-4b2b-9db6-a47a44cac4e2	Rutina de Dorsales y Bíceps - Friday	Desarrolla tu fuerza y masa muscular en la parte superior de tu cuerpo.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos enfocados en la parte superior del cuerpo.	Dedica 5-10 minutos a estiramientos estáticos para dorsales y bíceps.	t	2025-10-16 06:03:25.629872+00	2025-10-16 06:03:25.629872+00	2025-10-17	planned				
7347b100-8ce2-41d1-9322-ca506d3b167b	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	¡Desafía tus límites y fortalece tu cuerpo!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de movilidad articular, enfocándote en las piernas y caderas, seguido de 5 minutos de saltos suaves.	Estiramientos estáticos para cuádriceps, isquiotibiales y glúteos durante 5-10 minutos.	t	2025-10-17 06:03:15.857533+00	2025-10-17 06:03:15.857533+00	2025-10-18	planned				
fdfb9e1f-9b8e-483e-b30b-dcf550c0609e	Rutina de Pecho, Tríceps, Deltoides - Monday	Desata tu fuerza y construye músculo en esta intensa rutina.	moderate	60	450	{strength,muscle_building}	5-10 minutos de cardio ligero seguido de estiramientos dinámicos para pecho, tríceps y deltoides.	Realiza estiramientos estáticos de pecho, tríceps y deltoides durante 5-10 minutos.	t	2025-10-19 06:03:03.059574+00	2025-10-19 06:03:03.059574+00	2025-10-20	planned				
5d7dd952-0d60-455f-8a7a-0650bf94de36	Rutina de Dorsales y Bíceps - Tuesday	Potencia tu espalda y bíceps con esta rutina equilibrada y desafiante.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de movilidad articular y estiramientos dinámicos enfocados en la espalda y brazos.	Estiramientos estáticos de dorsales y bíceps durante 5-10 minutos para mejorar la flexibilidad.	t	2025-10-20 06:03:13.966865+00	2025-10-20 06:03:13.966865+00	2025-10-21	planned				
65e00960-88f6-4e28-b08c-46ef932f570f	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Fortalece tus piernas y glúteos con esta rutina completa y efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos para activar los músculos de las piernas.	Dedica 5-10 minutos a estiramientos estáticos enfocándote en cuádriceps, isquiotibiales y glúteos.	t	2025-10-21 06:03:33.217706+00	2025-10-21 06:03:33.217706+00	2025-10-22	planned				
922108fe-d551-4116-aaad-b9e90db177ed	Rutina de Pecho, Deltoides, Tríceps - Thursday	¡Potencia tu fuerza y define tus músculos con esta rutina intensa!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para los músculos del pecho, deltoides y tríceps.	Estira los músculos trabajados, enfócate en el pecho, deltoides y tríceps durante al menos 5-10 minutos.	t	2025-10-22 06:03:12.312294+00	2025-10-22 06:03:12.312294+00	2025-10-23	planned				
7aa4ea3a-1af8-4166-874e-24909b1df849	Rutina de Dorsales y Bíceps - Friday	Fortalece tu espalda y bíceps para lograr un físico impresionante.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de estiramientos dinámicos enfocados en brazos y espalda, seguido de 2 series de 10 repeticiones de dominadas sin peso.	Estira los dorsales y bíceps con estiramientos estáticos sosteniendo cada posición por al menos 20 segundos.	t	2025-10-23 06:03:11.375707+00	2025-10-23 06:03:11.375707+00	2025-10-24	planned				
9997fe0d-1f24-447e-8c4a-46e3faabab00	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Desata tu fuerza y potencia con esta rutina enfocada en piernas.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en piernas.	Estira cuádriceps, glúteos e isquiotibiales durante 5-10 minutos para mejorar la recuperación.	t	2025-10-24 06:03:07.960217+00	2025-10-24 06:03:07.960217+00	2025-10-25	planned				
e5c8c342-a6f4-4cc1-bb65-2d3386fe489f	Rutina de Pecho, Tríceps, Deltoides - Monday	Potencia tu fuerza y define tus músculos con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en el pecho, tríceps y deltoides.	Dedica 5-10 minutos a estiramientos estáticos, concentrándote en los músculos trabajados.	t	2025-10-26 06:03:12.683956+00	2025-10-26 06:03:12.683956+00	2025-10-27	planned				
aaa52090-1114-4802-8b66-3c2e879153bb	Rutina de Dorsales y Bíceps - Tuesday	Fortalece tu espalda y bíceps para un físico equilibrado y poderoso.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio suave seguido de estiramientos dinámicos para brazos y espalda.	Dedica 5-10 minutos a estiramientos estáticos para dorsales y bíceps, incluyendo estiramientos de brazos y espalda.	t	2025-10-27 06:04:10.039321+00	2025-10-27 06:04:10.039321+00	2025-10-28	planned				
8601c73f-eb5f-4dd7-800f-f71a3f9621ac	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	Fortalece tu tren inferior y mejora tu rendimiento con esta poderosa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en cuádriceps, glúteos e isquiotibiales.	Dedica 5-10 minutos a estiramientos estáticos para los músculos trabajados, enfocándote en la elongación.	t	2025-10-28 06:03:36.808525+00	2025-10-28 06:03:36.808525+00	2025-10-29	planned				
53f199ec-af13-4279-a5d9-681fc352a497	Rutina de Pecho, Deltoides, Tríceps - Thursday	Desarrolla fuerza y define tus músculos con esta intensa rutina de empuje.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para hombros y tríceps.	Estiramientos estáticos para pecho, deltoides y tríceps durante 5-10 minutos.	t	2025-10-29 06:03:17.826908+00	2025-10-29 06:03:17.826908+00	2025-10-30	planned				
e4bc9a72-74fe-46ec-84db-019900d400a9	Rutina de Dorsales y Bíceps - Friday	Entrenamiento potente para fortalecer dorsales y bíceps, ¡conquista tus metas!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos enfocados en espalda y brazos.	Dedica 5-10 minutos a estiramientos estáticos de dorsales y bíceps para mejorar la flexibilidad.	t	2025-10-30 06:03:09.347119+00	2025-10-30 06:03:09.347119+00	2025-10-31	planned				
4157ec1c-c61f-4212-ac0e-daf2bc1b15ed	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Potencia tus piernas y glúteos con esta intensa rutina de fuerza.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y estiramientos dinámicos enfocados en las piernas.	Estira los cuádriceps, glúteos e isquiotibiales durante al menos 10 minutos para mejorar la recuperación.	t	2025-10-31 06:03:06.027828+00	2025-10-31 06:03:06.027828+00	2025-11-01	planned				
f38a279c-b91c-4a69-9aa4-4f4360fc37a6	Rutina de Pecho, Tríceps, Deltoides - Monday	Entrena fuerza y define tus músculos con esta intensa rutina.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio suave seguido de estiramientos dinámicos de los músculos a trabajar.	Finaliza con estiramientos estáticos de pecho, tríceps y deltoides por 5-10 minutos.	t	2025-11-02 06:03:02.381208+00	2025-11-02 06:03:02.381208+00	2025-11-03	planned				
7508d85a-47a9-459b-8ef9-369bcbf7f8a7	Rutina de Dorsales y Bíceps - Tuesday	Fortalece tu espalda y brazos con esta intensa rutina de fuerza.	moderate	60	450	{strength,muscle_building}	5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en brazos y espalda.	Estiramientos estáticos para dorsales y bíceps, manteniendo cada posición 20-30 segundos.	t	2025-11-03 06:04:04.275191+00	2025-11-03 06:04:04.275191+00	2025-11-04	planned				
fbd2627b-e7b6-4f7a-a2ff-c4d497e28939	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	¡Fortalece tus piernas y glúteos con esta intensa rutina!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en cuádriceps, glúteos e isquiotibiales.	Dedica 5-10 minutos a estiramientos estáticos, concentrándote en los cuádriceps, glúteos e isquiotibiales.	t	2025-11-04 06:03:19.351468+00	2025-11-04 06:03:19.351468+00	2025-11-05	planned				
5db3d670-da07-4164-a1da-6a2de6f1eb9a	Rutina de Pecho, Deltoides, Tríceps - Thursday	Entrena con intensidad y fuerza para un pecho y tríceps definidos.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para pecho y tríceps.	Haz estiramientos estáticos durante 5-10 minutos, enfocados en pecho, deltoides y tríceps.	t	2025-11-05 06:03:23.829212+00	2025-11-05 06:03:23.829212+00	2025-11-06	planned				
ce1b6f57-e8e2-491a-afd7-b2b6a8ac26de	Rutina de Dorsales y Bíceps - Friday	Potencia tu espalda y bíceps con esta rutina equilibrada y efectiva.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero y estiramientos dinámicos para activar la parte superior del cuerpo.	Incorpora estiramientos estáticos para dorsales y bíceps, manteniendo cada estiramiento por 20-30 segundos.	t	2025-11-06 06:03:12.231985+00	2025-11-06 06:03:12.231985+00	2025-11-07	planned				
7130e773-b147-4fe1-8abc-1eb019495457	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Saturday	Potencia tus piernas y glúteos con esta intensa rutina de fuerza.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para cuádriceps, glúteos e isquiotibiales.	Estira los cuádriceps, isquiotibiales y glúteos durante al menos 10 minutos para mejorar la flexibilidad.	t	2025-11-07 06:03:29.322652+00	2025-11-07 06:03:29.322652+00	2025-11-08	planned				
176e51c4-4731-4d90-8049-cfc275a10452	Rutina de Pecho, Tríceps, Deltoides - Monday	¡Potencia tu fuerza y define tu musculatura con esta rutina enfocada!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para el pecho, tríceps y deltoides.	Estiramientos estáticos de 5-10 minutos enfocándose en los músculos trabajados, manteniendo cada estiramiento 20-30 segundos.	t	2025-11-09 06:02:55.727156+00	2025-11-09 06:02:55.727156+00	2025-11-10	planned				
1611ff84-a4c4-4dd3-acfa-39ea805622b1	Rutina de Dorsales y Bíceps - Tuesday	Entrena con fuerza y potencia para desarrollar dorsales y bíceps.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos enfocados en la espalda y brazos.	Estira suavemente los músculos trabajados, manteniendo cada estiramiento entre 15-30 segundos.	t	2025-11-10 06:03:14.673866+00	2025-11-10 06:03:14.673866+00	2025-11-11	planned				
090811a1-642f-48ff-b4b2-e6c44bbb3ce4	Rutina de Cuádriceps, Glúteos, Isquiotibiales - Wednesday	¡Potencia tus piernas y glúteos con esta rutina desafiante!	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de cardio ligero seguido de estiramientos dinámicos para cuádriceps, glúteos e isquiotibiales.	Estira cuádriceps, glúteos e isquiotibiales durante 5-10 minutos, sosteniendo cada estiramiento por 20-30 segundos.	t	2025-11-11 06:03:19.385366+00	2025-11-11 06:03:19.385366+00	2025-11-12	planned				
811270af-643c-4b98-9293-13e0790c9f93	Rutina de Pecho, Deltoides, Tríceps - Thursday	Entrena tu fuerza y potencia con esta rutina enfocada en pecho, deltoides y tríceps.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de movilidad articular enfocada en hombros y pecho, seguido de 2 series de 10-15 repeticiones de pushups.	Estiramientos de pecho, hombros y tríceps durante 5-10 minutos, manteniendo cada estiramiento por al menos 20 segundos.	t	2025-11-12 06:03:46.901186+00	2025-11-12 06:03:46.901186+00	2025-11-13	planned				
f4f55224-28fe-4af2-b427-21dfa53226e2	Rutina de Dorsales y Bíceps - Friday	Entrena fuerza y define tus músculos con esta intensa rutina de viernes.	moderate	60	450	{strength,muscle_building}	Realiza 5-10 minutos de saltos suaves y movilidad articular para hombros y brazos.	Estira los músculos trabajados, enfocándote en dorsales y bíceps durante 5-10 minutos.	t	2025-11-13 06:02:56.145001+00	2025-11-13 06:02:56.145001+00	2025-11-14	planned				
